Twitter Username,Post,Date Posted
@rcs9205,I don’t want a proven racist person like Ismail Sabri as my next PM #NotMyPM #KerajaanGagal,"Aug 19, 2021"
@rcs9205,Just gonna patiently wait for UMNO to fuck up Malaysia even more and for history to repeat itself. Here we go with ANOTHER #racist loser for a PM #KerajaanGagal #KerajaanBodoh,"Aug 19, 2021"
@readthinknews,Hoping for the government to fail gonna bring the worst out of the crisis. #RakyatJagaRakyat and #KerajaanBersamaRakyat the only formula to help those suffered.,"Dec 22, 2021"
@readthinknews,"Its okay to be upset. But dont cross the limit #KerajaanGagal as failed state as if we are one of failed African countries. Bad for the economy and affects long-term development. 

#KerajaanBersamaRakyat","Dec 24, 2021"
@readthinknews,"We are creating new wave to counter #KerajaanGagal anarchism elements. Malaysia should be a success nation. Not a failed one. 

#KerajaanBersamaRakyat","Dec 24, 2021"
@rebeldravidian,"IsMAIL Sabri become 9th PM through blackMAIL. 

Folks, remember this government came into power through backdoor,then stay in power through lies and PM is elected through blackmails. 

GE15 must bring all these clowns down.

#KerajaanKorup #KerajaanGagal #NotMyPM","Aug 20, 2021"
@reccaraaj,"I feel like since the whole PM debate started, the government has forgot the fact that the Covid cases are still more than 20K daily #KerajaanHilang #KerajaanGilaKuasa #KerajaanGagal","Aug 19, 2021"
@redrun_,Im so fucking pissed and super furious with this level of incompetency shown by this Mael Penyu government #KerajaanGagal #DaruratBanjir,"Dec 19, 2021"
@relatableraw,Here we go again?  #KerajaanGagal,"Jun 21, 2022"
@relatableraw,Welcome to another season  #KerajaanGagal folks!,"Aug 27, 2021"
@reviewstuffs,"If you #TURUN, I think more Malaysians will also #TURUN. It's great seeing students and young people leading the way to fight against this stupid #KerajaanGagal","Jun 29, 2022"
@rex0spams,#RakyatJagaRakyat l love yall!! Also we might go check on the victims tonight :,"Dec 20, 2021"
@rex0spams,#RakyatJagaRakyat pop off royals,"Dec 20, 2021"
@reyeol_,"

HELP NEEDED 

kawan i still stuck daripada semalam, pls send her help  mentakab, pahang. 

#DaruratBanjir 
#RakyatJagaRakyat 
#BanjirPahang","Dec 21, 2021"
@rezasaid58,That's the only way how #KerajaanGagal Keluarga69 do to make sure they secure Their landslide Victory.. split The opposition & split The Opposition votes,"Jan 24, 2022"
@ribut51,With the recycled cabinet of #kerajaangagal PN1.0 the security market will nosedive again,"Aug 27, 2021"
@riina_riino,"To all fellow NGOs, volunteers, charity involvers, donors, helpers, supporters: 
 Go little rockstar! 

#RakyatJagaRakyat
#RakyatBantuRakyat 
#RakyatUntukRakyat","Dec 22, 2021"
@risenshinedunia,Imma go #KerajaanGagal #ismailsabriout everyday until he feels humilated and step down. @IsmailSabri60,"Dec 19, 2021"
@rizwanabdullah_,"Dear Malaysians,

Anyone of you who has influence and believe that Malaysia will be better. Let us work together hand-in-hand to fight against this #KerajaanGagal and rule them over again.

This is the time to use your influence people!","Aug 20, 2021"
@rongersss,"MPs 20 to 30 years into the future should include how much of a #kerajaangagal we have in history textbooks for public schools, to educate on the generations to come.","Aug 20, 2021"
@ronnyboigenius,"So it’s a new normal now that we allow criminals to leave the country, where they supposed to be in Prison? What kind of Bullshit is this?!! #MalaysiaBoleh #KerajaanGagal #DuaDarjat","Mar 12, 2022"
@roxstapam,#KerajaanGagal back in trend again. Has it ever gone out of trend in the past two years?,"Jun 23, 2022"
@roxstapam,"After this, can ‘Punjabi’ and ‘Sikh’ be part of the government forms? I am tired of being ‘lain lain’. I am not ‘lain lain’, I am a #Malaysian! Update your database and forms at least #KerajaanGagal . TQ.","Dec 23, 2021"
@roxstapam,"Can u point out 1 good thing #KerajaanGagal has done during this #Banjir2021? All it took was a national crisis to show us how incompetent these people are. Pandemic pun tak boleh, national crisis pun tak boleh. Hope you can at least solve your family problems","Dec 22, 2021"
@roxstapam,I can't express how angry I am at people who had the power to fix this even before it happened but they were all too busy fighting against each other for power. #kerajaangagal,"Dec 19, 2021"
@roxstapam,"Reading tweets today on #RakyatJagaRakyat and trying so hard not to tear. Abang Azwan is the living testament of ‘hendak seribu daya, tak hendak seribu dalih’.","Dec 25, 2021"
@roxstapam,The death of these people is in the hands of those who've failed us. I hope that you are blessed with a comfortable position in hell. #KerajaanGagal,"Dec 23, 2021"
@roxstapam,"Wei, just swapping roles here and there - dudeeeee...... incompetence showing everywhere. #KerajaanGagal 2.0","Aug 27, 2021"
@rozalinakarim_,"To all Malaysians (EXCEPT POLITICIANS) may Allah bless all of you, ease everything for you guys for helping each other out. #daruratbanjir #rakyatjagarakyat","Dec 19, 2021"
@rsadhana88,"#NoToIsmailSabriYakob
#NotMyPM
#RIPDemocracy

We decided not to give a chance to UMNO to rule.. But what's happening now? Politicians only think about themselves.. what about #rakyat? 

It's a total disappointment..
#rakyatgagal #rakyatjagarakyat #NoUMNO","Aug 19, 2021"
@ruffnazir,#KerajaanGagal & they always #NotMyPM,"Aug 20, 2021"
@rulenalpeleon,SHAME SHAME SHAME #KerajaanGagal,"Dec 19, 2021"
@ruyee_99,"My house is flooded for a day and a half, no help was given from the government but there are some kind ppl giving out water and bread. It always #RakyatJagaRakyat (which means the citizen taking care of citizen)","Dec 20, 2021"
@ry_the_kpop_fan,"My dear Malaysia government, I know sometimes we're not satisfied with a lot of things y'all have done, but we all got the reasons why we don't.
And now you have given us a new reason why we want a change.
#KerajaanGagal","Dec 19, 2021"
@saedah789,The whole idea is bad!  #KerajaanGagal,"Jun 30, 2022"
@sahamcoaching,"Malaysia is still blessed for it's people!
Something to be thankful for today..
#bless
#Banjir2021
#RakyatJagaRakyat
#KitaJagaKita","Dec 26, 2021"
@saieugin,I guess with all the tragedy that surfaced I guess #KerajaanGagal is up again for their most recent extreme atrocious courses of actions these past few days,"Dec 24, 2021"
@sailormoonjy1,Seriously #KerajaanGagal,"Aug 20, 2021"
@saintwraith,its time like this that im so proud of malaysian citizens bc the gov aint shit #RakyatJagaRakyat,"Dec 19, 2021"
@sakurasmoon,"No, like literally, after hearing the news i got instant headache. And someone literally said, it's like changing t-shirt, instead of clean white shirt we're still wearing dirty ones. Apa2 pun selamat bulan kemerdekaan semorang. Tp kita x merdeka pn dlm memilih btw
#KerajaanGagal","Aug 20, 2021"
@sakuredu,"Malaysian flood was a lesson for Malaysians. At the end of the day, its #RakyatJagaRakyat.","Dec 24, 2021"
@salm0nnnn,"najib be stealing billions and walking out a free man, then we have people who are framed stuck in jail. What an insight to our justice system. #KerajaanGagal","Dec 24, 2021"
@salty_bond,"Not only for humans, but also to the animals that were killed during this huge flood. I'm sending my deepest condolence from my heart to all flood victims and their families #DaruratBanjir  #StaySafe #RakyatJagaRakyat","Dec 21, 2021"
@sameffrn,"Don’t put the blame on peaceful protesters, direct your anger towards the government for trying to silent them to protect one corrupted individual. #KerajaanGagal #KerajaanBangsat #TangkapAzamBaki","Jan 24, 2022"
@samsulrazi,"MALAYSIA need to fully reset after next GE. No more recycle politicians, no more 'anak-bapak' party, give them shorter terms and max of 2 only. Give others the chance. And get Rakyat money back!
#KerajaanGagal","Feb 24, 2022"
@sandman144,"Ya..as if we have so much money..  chicken   ceiling price also cannot subsidise, and here we are ...trying to give aid to these fellas.  What a misguided priority #kerajaangagal","Feb 5, 2022"
@sandman144,"Ya..as if we have so much money.. chicken   ceiling price also cannot subsidise, and here we are ...trying to give aid to these fellas.  What a misguided priority #kerajaangagal","Feb 5, 2022"
@sandysatoshi,"watching tiktok videos...Malaysians are sugoi, families preparing shelters, clothes to donate to others. Many also preparing foods. I saw this one family preparing 500 boxes of ...

people unite to #RakyatJagaRakyat 
","Dec 20, 2021"
@sangkancilguru,Don't be afraid to call out those who failed the country. #KerajaanGagal,"Dec 20, 2021"
@sangkancilguru,"Hi all, remember to save these as receipts to be used as Twitter reply memes after GE15 results are known #KerajaanGagal","Sep 28, 2021"
@sangkancilguru,We would like to replace you sorry excuse of a Home Minister!! #KerajaanGagal,"Dec 21, 2021"
@sanjevsingh92,Jokowi is holding peace talks with Ukraine and Russia while Ismail Sabri is going to Quill City Mall to check harga ayam and kubis. #MalaysiaBoleh #KerajaanGagal,"Jul 1, 2022"
@sanjevsingh92,"Malaysia can only evolve if we bring in more youth in the government. Politicians should remember, Rakyat has the ultimate power. They should be afraid of us. Wake up Malaysia. #KerajaanGagal","Jul 1, 2022"
@sanjevsingh92,Malaysia isn’t a democratic country. Wayang je democratic. #KerajaanGagal,"Feb 9, 2022"
@sanjevsingh92,"Sikh community doesn’t discriminate anyone, we help anyone and everyone in need. There is no need of racism during the crisis. God has taught us to help people in need. #RakyatJagaRakyat","Dec 21, 2021"
@sansmeraldo,dont sit still and start take action !! #KerajaanGagal,"Dec 19, 2021"
@sansmeraldo,it has been proven that #rakyatjagarakyat again. fuck those ppl yang selfish,"Dec 19, 2021"
@saraahanisaah,"this government is so unrealistic lol if you only wanna give rm1k to per head of a family for the damage that was caused by your own negligence and idiocy, might as well just don't give at all.. such a disgrace #KerajaanGagal","Dec 26, 2021"
@sarahanes_luke,The Malaysian gov is that one ex who keeps messing up and proceeds on saying “I’m gonna change for you” but still no changes #KerajaanGagal,"Dec 19, 2021"
@sarahczarina,It just hit me that Ismail Sabri is Malaysia’s 9th PM. Wtf #NotMyPM #KerajaanGagal,"Aug 20, 2021"
@saravanan781225,"Same old shit .......this government is no different from previous one.
#KerajaanGagal","Sep 4, 2021"
@sateesm_my,"I think the PM missed an opportunity to come out of the #KerajaanGagal shadow. Failure to include people like @AzalinaOthmanS in the cabinet line up is definitely a mistake that will cost his image politically. What does he think when he included Idris of the PAS, but not AOS?","Aug 28, 2021"
@sawcboon,"Whatever name they call it, to me it's still a #KerajaanGagal","Aug 22, 2021"
@saya_ijat,"Can somebody (preferrably a journalist and a videographer) pls document these kind of kindness besides the volunteerism since 18Dec, and write an Article as well as make a Video?

It's for us RAKYAT to reminisce  #RakyatJagaRakyat during #DaruratBanjir.","Dec 23, 2021"
@saya_ijat,"The best time to choose our govt was 4 years ago.

The next best time is upcoming GE.
#KerajaanGagal","Jun 26, 2022"
@sayazeera,Last-last #RakyatJagaRakyat,"Dec 21, 2021"
@sayazeera,The government should fear the people #RakyatJagaRakyat,"Dec 22, 2021"
@sayazulll,"#KerajaanGagal
should be trending back","Dec 18, 2021"
@sayazulll,"#RakyatJagaRakyat
it is what it is","Dec 19, 2021"
@scarletmar00n13,"in the end,  #KerajaanGagal still runs this country","Aug 27, 2021"
@scary_koi,I was taught in school not to answer calls for donation from unreliable sources. #KerajaanGagal DO NOT DONATE TO GOVERNMENT,"Dec 24, 2021"
@sccssccsccs,"Has anyone resigned yet? apa malu kan? 

#KerajaanGagal #KerajaanBangsat","Dec 22, 2021"
@schidooo_,It's time for #RakyatJagaRakyat  again,"Dec 18, 2021"
@seeetian,From #KerajaanGagal to #KerajaanGagal2 ,"Aug 27, 2021"
@seirawr,"#KerajaanGagal #KerajaanPembunuh

IT IS WHAT IT IS","Dec 20, 2021"
@seojunyeol_,"oh its not that gov has nothing to help, but they have everything and chose not to help!!!!  #DaruratBanjir #RakyatJagaRakyat #PrayForMalaysia ","Dec 20, 2021"
@seokminshealing,"yup, at the end its always #RakyatJagaRakyat","Dec 19, 2021"
@seoulitezzz,Please help RT as much information as u could to help spread aid for the victim of #DaruratBanjir ! We need more help! #RakyatTolongRakyat #RakyatJagaRakyat,"Dec 20, 2021"
@seravillainarc,good morning #KerajaanGagal,"Aug 23, 2021"
@setansspawn,"Families who have lost their loved ones to the flood, their blood is in your hands #KerajaanPembunuh #KerajaanGagal","Dec 20, 2021"
@setsvfx,Is it time to bring back #KerajaanGagal ? ,"Nov 26, 2021"
@setsvfx,You know what to do. spam #KerajaanGagal,"Dec 18, 2021"
@shade_delano,"A minimum 80% Parliamentary attendance is needed in order for MPs to stand for re-election.

YES or NO? Pls debate #MYParlimen #KerajaanGagal #Parliament","Sep 23, 2021"
@shafina,"are we going with 

#kerajaangagal2
#kerajaangagal 2.0

or something else?","Aug 27, 2021"
@shafiqsunazman,"FOLLOW  TO KAJANG LINE NEXT STOP TO SUNGAI BULOH(Scorpion Wind of Change version)...

#KitaJagaKita #RakyatJagaRakyat #KeluargaMalaysia #MaluApaBossKu #KerajaanGagal","Aug 25, 2022"
@shafiqsunazman,band FTG dah lama FUCK THE GOVERNMENT to #KerajaanPembunuh #KerajaanGagal #KerajaanGagalLagi,"Dec 24, 2021"
@shafiqsunazman,"every politician fears an individual who fight not for personal gain

#KerajaanCirit #KerajaanGagal #KerajaanGagal2","Sep 5, 2021"
@shafiqsunazman,"history doesn’t always repeat but it certainly rhymes

#RakyatJagaRakyat","Feb 2, 2022"
@shafiqsunazman,"if PAS says DAP is racist,it simply says that PAS is also racist,thats the base of Malaysian politics,a kettle,a pot and a pan

#KerajaanGagal #MemalukanNegara #KeluargaMalaysia #NajibIsGoingToJail #haramkanpas #hapuskanpas","Aug 16, 2022"
@shafiqsunazman,"nothing Islamic and exemplary there,bikin malu

#RakyatJagaRakyat","Aug 22, 2022"
@shafiqsunazman,"only Zahid komedi is hungry to prove he is a good choice and will put behind bars the mahkamah cluster ASAP and that sir,will benefit every Malaysians except PAS

#KitaJagaKita #RakyatJagaRakyat","Aug 19, 2022"
@shafiqsunazman,"there’s a difference between being a joker and a joke

#RakyatJagaRakyat","Oct 3, 2022"
@shah1302,"I feel like next GE better just vote for whoever is proactive and can get work done regardless if from UMNO, DAP, Warisan, Muda etc. At the end of the day, whoever is PM also not gonna do shit.  #RakyatJagaRakyat

PAS can pass away though","Dec 20, 2021"
@shah1302,"PN - Mahiaddin 
BN? - Ismail Sabri 

You wanna pakat how also for next GE by BN-PN, UMNO-PAS or whatever, you both got few things in common. Pi potong kek dulu

#KerajaanPembunuh, #KerajaanGagal and #BackdoorGovernment","Dec 20, 2021"
@shahgazer,Rain has subsdided a bit. Focus on helping out those stranded in the flood  . We can blast the stupid goverment and slow response from   #KerajaanGagal later. #DaruratBanjir,"Dec 19, 2021"
@shahswiny,"Malaysia will only have a brighter future if we get rid of UMNO and PAS
#KerajaanGagal 
#NotMyPM","Aug 21, 2021"
@shaik_ir,"Really touched by the kindness of rakyat marhaen towards one another. Offering helps to strangers in this dire times, when no ""savior"" to be seen. It's about time we realise that the elites and the royals don't care about us.

#RakyatJagaRakyat
#RakyatIngat
#KerajaanGagalLagi","Dec 19, 2021"
@shaike49,"Heartwarming to see people offering their homes for temporary shelter.
#RakyatJagaRakyat 
#KerajaanGagal","Dec 18, 2021"
@shailesshhhh,"Bunch of clowns ruling the nation. We Malaysians deserve better. 
#KerajaanGagal #KerajaanPembunuh #KerajaanGagalLagi","Dec 21, 2021"
@shakeer_ahmad08,"Netflix Originals presents:

Season One: Cabinet Gagal - Muhyiddin Yassin

Season Two: Cabinet Gagal - Ismail Sabri

#KerajaanGagal","Aug 27, 2021"
@shalanyb,"I'm paying equal tax like all other race in this country but my privileges are ripped off, crumbs for allocation and racial discrimination.
@tzafrul_aziz care to explain to fellow Malaysians while you're sitting in the #Vellfire my money's going to. 
#kerajaangagal #Budget2022","Nov 5, 2021"
@shalizaazemi,"Im crying!!!! Look at them!!! Dalam susah kita ada susah orang lain and they help each other regardless everything. Im very proud 
#RakyatJagaRakyat #RakyatTolongRakyat","Dec 20, 2021"
@shalizaazemi,"Maybe we can do that campaign naikkan or kibarkan bendera putih if you need help/ if you got stuck in your house 
#DaruratBanjir 
#KitaJagaKita 
#RakyatJagaRakyat","Dec 20, 2021"
@shamaineothman,Looks like we can bring back #KerajaanGagal,"Aug 27, 2021"
@shamariana_kai,"Everyone : #kerajaangagal
YDPA : yea homie betrayed me with his side kick but imma make the side kick PM bc majority votes

???","Aug 19, 2021"
@shan3793,"Predicting rain doesn’t count, building the ark does. ~ Warren Buffett #banjir2022 #banjirselangor #KerajaanGagal #BanjirDarurat","Jan 7, 2022"
@shan3793,Why do we need tuition centres when we can improve the quality of the schools. #KerajaanGagal #educacionsocial #education,"Jul 5, 2022"
@sharylp030,"Let’s go to Dataran Merdeka on the 31st and chant Kerajaan Gagal 7 times...

...or more cause God knows the gov has failed us more than 7 times lol

#KerajaanGagal2 #KerajaanGagal #NotMyPM #LAWAN","Aug 20, 2021"
@shaunharith,I agree. #KerajaanGagal,"Dec 22, 2021"
@shaweus_,#KerajaanGagal Season 2. Only in Malaysia,"Aug 27, 2021"
@shazlinkasim,"Let’s list them down

Sunway Lagoon
Decathlon
Petronas
Goodnite

Maybe ada lagi yang tertinggal especially all the small businesses. Add them up.

Settle semua ni, jom celebrate by supporting their businesses. 

#RakyatJagaRakyat","Dec 21, 2021"
@sheeradha,"Bangunan tertinggi di dunia boleh letak mangsa banjir tak?
Istana raja ke?
I am still angry about the slow response from the government. 
In the end of the day, we only have ourselves to depend on.
#DaruratBanjir
#RakyatJagaRakyat","Dec 19, 2021"
@sheinairus85,Please remember after this. STOP BICKERING WITH EACH OTHER. WE ONLY HAVE EACH OTHER AT TIMES LIKE THIS. We must know who our REAL ENEMY ARE! #rakyatjagarakyat,"Dec 21, 2021"
@shenggui04,Just resign please #IsmailOut #KerajaanGagal #RakyatJagaRakyat,"Dec 20, 2021"
@shennungang,This current government is seriously fucking useless #KerajaanGagal,"Dec 19, 2021"
@shi_man_,"Humanity #DaruratBanjir I saw the togetherness in rakyat! But those clowns, where’s your humanity? #KerajaanGagal","Dec 20, 2021"
@shiebnaa_,"when the rakyat expected the government to hopefully handle covid well but these clowns can't even handle a damn flood which is an annual thing in Malaysia 

Nothing screams #KerajaanGagal more than the situation we're in now 

#DaruratBanjir","Dec 19, 2021"
@shifaxxi,Woke up just to know how useless the government is #KerajaanGagal #RakyatIngat,"Dec 21, 2021"
@shine_118,same jokers #kerajaangagal #KerajaanGagal2,"Aug 27, 2021"
@shira_ghani,At the end of the day... #RakyatJagaRakyat ,"Dec 19, 2021"
@shirleyheng,We should not wait till the next GE. We should want heads to roll right now. #KerajaanPembunuh #KerajaanGagal #KerajaanBangsat,"Dec 22, 2021"
@shirotenzhen,"logged off on twt bc it's been giving me brain damage, but hopping in just to say:
#KerajaanGagal","Aug 20, 2021"
@shivaaniramesh,"okay but at least we hated muhyiddin only after he came in, now we hate this guy before he even came in. the balls he must have… #NotMyPM #lawan","Aug 20, 2021"
@shoobshu,"they need help instead of a visit
 #RakyatJagaRakyat","Dec 22, 2021"
@shrewdmind,"#KerajaanGagal never left.
We just wasn't paying attention","Oct 24, 2021"
@shrikeworks,"Right on time, coinciding with the same day the #KerajaanGagal Cabinet was announced.","Aug 27, 2021"
@shrzyzmn,"Yep, we’re still stuck with the same bunch. A bunch of #KerajaanGagal ","Aug 20, 2021"
@shuhufan,"reading facebook comments as we speak, they really are a different breed there  #KerajaanGagal","Aug 20, 2021"
@shuyi05648824,"6000cases，close
20000cases，can dine in
'Genius'
#KerajaanGagal","Aug 20, 2021"
@shuyi05648824,Let pray together #KerajaanGagal,"Aug 19, 2021"
@shuyi05648824,"Well said
But even we think like that, but 'other person' not think so...
Pray for Malaysia
#KerajaanGagal","Aug 19, 2021"
@shvfrl,Another day is just another time to see this #kerajaangagal trending again. What a country to be lived in.,"Jul 26, 2022"
@shxzkria,"can’t believe there are people among us yang diminishes the value of #DaruratBanjir & #RakyatJagaRakyat sebab nak defend authorities, terpaling faham authorities.","Dec 21, 2021"
@shysteridiot,Ismail sabri is #NotMyPM #NeverMyPm still #kerajaangagal,"Aug 20, 2021"
@shyyusoff,The saga of @SPRMMalaysia prove that NO organization in Malaysia are clean from corruption. How bad can it be? #SPRM #corruption #RakyatJagaRakyat,"Jan 6, 2022"
@signorinasufia,DO NOT DONATE TO GOVERNMENT #KerajaanGagal,"Dec 23, 2021"
@sihatselamanya,"You distrust and hate the govt, the politicians because they keep on lying and stealing,
but when it comes to your 'health', you fully trust them with the mandates and vaccines.
 Not just #KerajaanGagal , rakyat pun sama gagal","Jan 20, 2022"
@sincerelyanu,"honestly, hearing my friends have lost their loved ones, their valuables, their school books, honestly making me tear up on what they are going through, some don't even have clothes, blankets, this is so sad man #KerajaanGagal","Dec 21, 2021"
@sineu24,"We have been on #rakyatjagarakyat mode for the longest time.
Consider this period as The Blip. 
It will pass by","Aug 20, 2021"
@sinichi4W,There is no comparison. You’re doing great! #RakyatJagaRakyat,"Dec 22, 2021"
@sirsazly,Steadylah. #RakyatJagaRakyat,"Dec 26, 2021"
@sirsazly,Steadylah… #RakyatJagaRakyat,"Jan 4, 2022"
@sitiofstars,"All in all, had a great time and got to talk to a lot of people. Across the conversations, #RakyatJagaRakyat is ALWAYS brought up. How right now we really do only have each other to count on and how we’re stronger together.","Dec 24, 2021"
@sitiofstars,Starting my own #KerajaanGagal Burn Book bye-,"Dec 20, 2021"
@siva_sudar,"Dear Naruto fans, I would be happy if y'all can  Re-Animate Mona Fandey. For sure all this clowns will shut their balls. Racism old man so called Father of Technology, you are No1 in the list.

#KerajaanGagal 
#MonaFandey","Dec 22, 2021"
@skumar176,@AnnuarMusa We never elected you or your UMNO Politicians to lead our country after the GE14! You are the BIGGEST loser of GE14 and don’t teach us ethics .You robbed power and now telling us how we should behave . #KerajaanGagal,"Mar 1, 2022"
@skumar176,"All around, we are losing in all corners ! Corrupt busters are the real corrupts it appears to be. Sack this #KerajaanGagal","Jan 20, 2022"
@skumar176,And this is a breaking news ! The illegal unlicensed (most of them yea ) mat motors need good guidance to be productive and stay alive at this young age….not drag racing circuits. Bodoh tu simpan sikit lah #KerajaanGagal,"Aug 14, 2022"
@skumar176,Heard @Khairykj insisted quarantine for returning holidaying ministers from the non elected #KerajaanPembunuh under IS.Apa gunanya depa balik?Rakyat juga yang akan tanggung kos quarantine depa. We don’t need these clueless goons to help mangsa #Banjirselangor . #RakyatJagaRakyat,"Dec 26, 2021"
@skumar176,How legal is the political propaganda speech by @AnnuarMusa that being aired frequently on our Radios ? It is an act of power abuse. #KerajaanGagal,"Feb 12, 2022"
@skumar176,Investigations alone not enough to catch the robbers and corrupts in the #KerajaanGagal Cabinet and agencies ! MACC must act to protect our rakyat and nation.Apa jadi dgn dakwaan Ultra Kirana dulu di Mahkamah? The ministers involved are still untouchables,"Jul 7, 2022"
@skumar176,Is it so ? How is that possible ? Right or wrong Public will have to right to have required evidences . Journalist and Media must question the #KerajaanGagal and not just print a news without any responsibility,"Aug 1, 2022"
@skumar176,"Let there be transparency! When you are in power, don’t hide yourself but come forward and decorate the power bestowed on your shoulders by talking the truth ! This #KerajaanGagal mesti tak boleh punya lah","Aug 5, 2022"
@skumar176,Only braindead will think that was an Olive Branch from TSMY. He was merely trying to save his BDG. To an extend he kneeled down to the opposition.220 Ministers in one cabinet ? That was a #KerajaanGagal,"Aug 22, 2021"
@skumar176,"Our economy is all about corruption! So, the confusion and unlimited delay #KerajaanGagal","Feb 26, 2022"
@skumar176,PAS’s failed policy but all of them are raking in 100s of thousands monthly via positions in #KerajaanGagal,"Jul 17, 2022"
@skumar176,Please take him along with his fat & useless 70 members of #KerajaanGagal cabinet!,"Jul 10, 2022"
@skumar176,Sounds like you need an Advisor at RM 100 k a month with Minister status. We will start looking for the Committee members from several government agencies right away. At least depa boleh claim meeting allowances. #KerajaanGagal,"Dec 3, 2021"
@skumar176,The KL Uni dealings have not seen the daylights! Mara matters ? Corrupt to the core this #KerajaanGagal,"Jun 30, 2022"
@skumar176,"The political propaganda speeches on our Radios & TVs by @AnnuarMusa ,the MCMC minister is an act of power abuse.On top of that he is claiming public is not intelligent enough to understand the Back Door Gov Policies, therefore all the confusions! #KerajaanGagal","Mar 1, 2022"
@skumar176,The whole lot problem ou the #KerajaanGagal,"May 1, 2022"
@skumar176,This backdoor minister is playing Kollywood dramas with us ever since he has been included in the #KerajaanGagal useless cabinet! MACC should summon him fast,"Jul 5, 2022"
@skumar176,"We as rakyat shall never let this happen ! Never ever! We, the Rakyat are the real force not the corrupt politicians! #kerajaanGagal","Jul 27, 2022"
@skumar176,Well done #KerajaanGagal ! Can we have the list of Contractors and the real owners behind them ? How many are Cronies and how many are high end community?,"Aug 2, 2022"
@skumar176,"When He can’t speak English well he bans  English. When he can’t win elections he buys over MPs. When his Cabinet fails to deliver effective public transportation, he announces free rides. Mediocrity at its highest order! #KerajaanGagal","Jun 16, 2022"
@skumar176,YOU KNOW NOTHING PENYU ! #KerajaanGagal,"Jun 29, 2022"
@sky_wei7,"#KerajaanGagal #KerajaanGagalLagi 

Same shit. Same old shit.
What is new? 
The record for the highest number of cases in a day is new.","Aug 20, 2021"
@sltedcaramelz,"at the end of the day, it always be #rakyatjagarakyat. while the government? 

remember this everyone.","Dec 19, 2021"
@snoopywooya00,"im so happy to see Malaysians helping each other out  it truly is just us now relying on each other , our government has failed us since covid and with that i am proud to see us like this and thank you to those who are working hard to save the victims #RakyatJagaRakyat","Dec 19, 2021"
@snoopyzenss,its always #RakyatJagaRakyat,"Dec 19, 2021"
@snugdeal3r,"if anything happens, good or bad, i’m proud to say it’s the rakyat especially the people here on this app that helped me and everyone else during these trying times. not the govt, not payung kuning, none of them. #RakyatJagaRakyat ","Dec 19, 2021"
@socialcredit99,Welcome to #KerajaanGagal 2.0,"Aug 20, 2021"
@sofeahjoned,Prepare to welcome #KerajaanGagal 2.0,"Aug 19, 2021"
@softdances,the incompetence is so glaring #KerajaanGagal,"Dec 19, 2021"
@softieeddie,disappointed but i'm not surprise either unfortunately for ismail sabri to become our new prime minister #NotMyPM #KerajaanGagal,"Aug 20, 2021"
@soooyem,"Im sorry im going to rt all cacian maki maki kerajaan, feel free to mute/unfollow me thx #RakyatJagaRakyat","Dec 20, 2021"
@soulZ_Cash,"Anyone from Pahang, do share the help you all need. We can help amplify your tweets to others. I heard the situation is equally bad over there as well. We will try our best to help in any way possible. #DaruratBanjir #RakyatJagaRakyat","Dec 21, 2021"
@soulkrasty,DO NOT DONATE TO THE GOVERNMENT #KerajaanGagal,"Dec 23, 2021"
@sourgr4pes__,"On another note, to those who are volunteering, I know it might be suffocating but please wear your mask!! #RakyatJagaRakyat we don't want you guys to get Covid. Stay safe!","Dec 19, 2021"
@specialdietary,"“Progress is impossible without change, and those who cannot change their minds cannot change anything.” You had your chance Ismail Sabri but you blew it. #KerajaanGagal #Cabinet","Aug 27, 2021"
@speckygamerwonu,"Dear my fellow Malaysian, if you have any videos / pictures to prove the failure of our ministers/ government. Please send it to @jeon170796 . Thank you. It cam be use for future reference especially during the PRN/ PRU times. #KerajaanBangsat #RakyatJagaRakyat","Dec 23, 2021"
@spicycookie20,Sad day for us MALAYSIANS #kerajaangagal,"Aug 20, 2021"
@spideyuji,the fucking government can go to hell #KerajaanGagal,"Dec 19, 2021"
@stalinscatboy,"They do be creating slogan ""Kita Jaga Kita"" for this country but where tf are they 

#KerajaanGagal","Dec 19, 2021"
@storagegaga,".#KerajaanGagal also like that. Thinking that simple apologies will wish the problems will go away and the rakyat will just forget and forgive. 

Enforcement? What's that? Never heard of it.","Jan 5, 2022"
@suararakyat___,HAHAHHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHAHHAHAHA #KerajaanLEMBAB  #KerajaanGagal,"Dec 19, 2021"
@subaa_sri,Ppl at PAHANG not yet settle with the flood bodoh! #KerajaanGagal,"Dec 23, 2021"
@subinpalette,i dont understand why the government is trying to sweep this banjir issue under the carpet like its nothing. ITS NOT NOTHING. #KerajaanGagal,"Dec 20, 2021"
@subversivepop,"If he has shame and principles, he'd resigned when #KerajaanGagal and #BenderaPutih went viral. 

Well, he didn't and lives in denial ever since.","Aug 19, 2021"
@subversivepop,"Kna terima hakikat, this is not GE (yet), our voice are currently being represented by the 220 MPs and at this time as we see it, MOST OF THEM are bunch of pengkhianats yg x boleh pakai which still support the #KerajaanGagal

So don't ever forget it.

Teach them a lesson next GE.","Aug 19, 2021"
